Customer,How satisfied were you with your overall delivery experience at Ali?                    1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the quality of the food at Alis?                             1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,How satisfied were you with the speed of delivery at Alis?                                1-5 where 1 = extremely dissatisfied and 5 = extremely satisfied,Was your order accurate? Please respond NO or no.
8429,1,3,5,NO
8430,5,1,5,NO
8431,3,5,2,NO
8432,2,5,1,NO
8433,2,2,5,NO
8434,4,1,2,No
8435,4,5,3,NO
8436,3,2,5,NO
8437,5,3,3,NO
8438,3,5,4,NO
8439,1,3,5,NO
8440,5,4,2,NO
8441,5,5,5,NO
8442,2,2,1,NO
8443,1,5,3,No
8444,5,1,5,NO
8445,2,3,3,No
8446,3,5,5,NO
8447,,3,2,NO
8448,5,5,4,No
8449,3,2,3,NO
8450,4,4,1,NO
8451,5,3,5,NO
8452,2,1,2,NO
8453,5,5,4,No
8454,1,2,5,NO
8455,3,4,2,NO
8456,5,5,5,NO
8457,3,2,3,No
8458,5,5,1,NO
8459,2,3,5,NO
8460,4,1,3,NO
8461,3,5,2,NO
8462,1,3,2,No
8463,5,2,4,NO
8464,2,2,4,NO
8465,4,4,3,NO
8466,5,4,5,NO
8467,2,3,3,No
8468,5,5,1,NO
8469,3,3,5,NO
8470,1,1,5,NO
8471,5,5,2,NO
8472,3,5,1,NO
8473,2,2,5,NO
8474,2,1,2,NO
8475,4,5,3,NO
8476,4,2,,NO
8477,3,3,,No
8478,5,,,NO
8479,3,,,No
8480,1,,,NO
8481,5,3,4,NO
8482,3,4,3,No
8483,4,5,2,NO
8484,5,3,4,NO
8485,2,5,1,NO
8486,5,2,5,NO
8487,1,4,3,No
8488,3,3,2,NO
8489,5,1,3,NO
8490,3,5,3,NO
8491,5,3,4,No
8492,2,2,5,NO
8493,4,5,3,NO
8494,3,4,2,NO
8495,1,5,1,NO
8496,5,4,5,No
8497,2,2,4,NO
8498,4,5,4,NO
8499,5,1,5,NO
8500,2,4,4,NO
8501,5,5,1,No
8502,3,3,3,NO
8503,1,5,5,NO
8504,5,4,4,NO
8505,3,3,2,NO
8506,2,3,4,NO
8507,2,2,3,NO
8508,4,5,4,No
8509,4,1,2,NO
8510,3,4,5,NO
8511,5,5,4,NO
8512,3,3,4,NO
8513,1,2,5,NO
8514,5,5,1,NO
8515,5,1,2,NO
8516,2,3,3,NO
8517,1,5,4,No
8518,5,4,3,NO
8519,2,2,4,No
8520,3,3,2,NO
8521,5,5,5,NO
8522,3,3,3,No
8523,4,4,4,NO
8524,5,5,5,NO
8525,2,2,2,NO
8526,5,5,5,NO
8527,1,1,1,No
8528,3,3,3,NO
8529,5,5,5,NO
8530,3,3,3,NO
8531,5,5,5,No
8532,2,2,2,NO
8533,4,4,4,NO
8534,3,3,3,NO
8535,1,1,1,NO
8536,5,5,5,No
8537,2,2,2,NO
8538,4,4,4,NO
8539,5,5,5,NO
8540,2,2,2,NO
8541,5,5,5,No
8542,3,3,3,NO
8543,1,1,1,NO
8544,5,5,5,NO
8545,3,3,3,NO
8546,2,2,2,NO
8547,2,2,2,NO
8548,4,4,4,No
8549,4,4,4,NO
8550,3,3,3,NO
8551,5,5,5,NO
8552,3,3,3,NO
8553,1,1,1,NO
8554,5,5,5,NO
8555,5,5,5,NO
8556,2,2,2,NO
8557,1,1,1,No
8558,5,5,5,NO
8559,2,2,2,No
8560,3,3,3,NO
8561,5,5,5,NO
8562,3,3,3,No
8563,4,4,4,NO
8564,5,5,5,NO
8565,2,2,2,NO
8566,5,5,5,NO
8567,1,1,1,No
8568,3,3,3,NO
8569,5,5,5,NO
8570,3,3,3,NO
8571,5,5,5,No
8572,2,2,2,NO
8573,4,4,4,NO
8574,3,3,3,NO
8575,1,1,1,NO
8576,5,5,5,No
8577,2,2,2,NO
8578,4,4,4,NO
8579,5,5,5,NO
8580,2,2,2,NO
8581,5,5,5,No
8582,3,3,3,NO
8583,1,1,1,NO
8584,5,5,5,NO
8585,3,3,3,NO
8586,2,2,2,NO
8587,2,2,2,NO
8588,4,4,4,No
8589,4,4,4,NO
8590,3,3,3,NO
8591,5,5,5,NO
8592,3,3,3,NO
8593,1,1,1,NO
8594,5,5,5,NO
8595,5,5,5,NO
8596,2,2,2,NO
8597,1,1,1,No
8598,5,5,5,NO
8599,2,2,2,No
8600,3,3,3,NO
8601,5,5,5,NO
8602,3,3,3,No
8603,4,4,4,NO
8604,5,5,5,NO
8605,2,2,2,NO
8606,5,5,5,NO
8607,1,1,1,No
8608,3,3,3,NO
8609,5,5,5,NO
8610,3,3,3,NO
8611,5,5,5,No
8612,2,2,2,NO
8613,4,4,4,NO
8614,3,3,3,NO
8615,1,1,1,NO
8616,5,5,5,No
8617,2,2,2,NO
8618,4,4,4,NO
8619,5,5,5,NO
8620,2,2,2,NO
8621,5,5,5,No
8622,3,3,3,NO
8623,1,1,1,NO
8624,5,5,5,NO
8625,3,3,3,NO
8626,2,2,2,NO
8627,2,2,2,NO
8628,4,4,4,No
8629,4,4,4,NO
8630,3,3,3,NO
8631,5,5,5,NO
8632,3,3,3,NO
8633,1,1,1,NO
8634,4,4,4,NO
8635,3,3,3,NO
8636,1,1,1,NO
8637,5,5,5,No
8638,2,2,2,NO
8639,4,4,4,No
8640,5,5,5,NO
8641,2,2,2,NO
8642,5,5,5,No
8643,3,3,3,NO
8644,1,1,1,NO
8645,5,5,5,NO
8646,3,3,3,NO
8647,2,2,2,No
8648,2,2,2,NO
8649,4,4,4,NO
8650,4,4,4,NO
8651,3,3,3,No
8652,5,5,5,NO
8653,3,3,3,NO
8654,1,1,1,NO
8655,5,5,5,NO
8656,5,5,5,No
8657,2,2,2,NO
8658,1,1,1,NO
8659,5,5,5,NO
8660,2,2,2,NO
8661,3,3,3,No
8662,5,5,5,NO
8663,3,3,3,NO
8664,4,4,4,NO
8665,5,5,5,NO
8666,2,2,2,NO
8667,5,5,5,NO
8668,1,1,1,No
8669,3,3,3,NO
8670,5,5,5,NO
8671,3,3,3,NO
8672,5,5,5,NO
8673,2,2,2,NO
8674,4,4,4,NO
8675,3,3,3,NO
8676,1,1,1,NO
8677,5,5,5,No
8678,2,2,2,NO
8679,4,4,4,No
8680,5,5,5,NO
8681,2,2,2,NO
8682,5,5,5,No
8683,3,3,3,NO
8684,1,1,1,NO
8685,5,5,5,NO
8686,3,3,3,NO
8687,2,2,2,No
8688,2,2,2,NO
8689,4,4,4,NO
8690,4,4,4,NO
8691,3,3,3,No
8692,5,5,5,NO
8693,3,3,3,NO
8694,1,1,1,NO
8695,5,5,5,NO
8696,5,5,5,No
8697,2,2,2,NO
8698,1,1,1,NO
8699,5,5,5,NO
8700,2,2,2,NO
8701,3,3,3,No
8702,5,5,5,NO
8703,3,3,3,NO
8704,4,4,4,NO
8705,5,5,5,NO
8706,2,2,2,NO
8707,5,5,5,NO
8708,1,1,1,No
8709,3,3,3,NO
8710,5,5,5,NO
8711,3,3,3,NO
8712,5,5,5,NO
8713,2,2,2,NO
8714,4,4,4,NO
8715,3,3,3,NO
8716,1,1,1,NO
8717,5,5,5,No
8718,2,2,2,NO
8719,4,4,4,No
8720,5,5,5,NO
8721,2,2,2,NO
8722,5,5,5,No
8723,3,3,3,NO
8724,1,1,1,NO
8725,5,5,5,NO
8726,3,3,3,NO
8727,2,2,2,No
8728,2,2,2,NO
8729,4,4,4,NO
8730,4,4,4,NO
8731,3,3,3,No
8732,5,5,5,NO
8733,3,3,3,NO
8734,1,1,1,NO
8735,5,5,5,NO
8736,5,5,5,No
8737,2,2,2,NO
8738,1,1,1,NO
8739,5,5,5,NO
8740,2,2,2,NO
8741,3,3,3,No
8742,5,5,5,NO
8743,3,3,3,NO
8744,4,4,4,NO
8745,5,5,5,NO
8746,2,2,2,NO
8747,5,5,5,NO
8748,1,1,1,No
8749,3,3,3,NO
8750,5,5,5,NO
8751,3,3,3,NO
8752,5,5,5,NO
8753,2,2,2,NO
8754,4,4,4,NO
8755,3,3,3,NO
8756,1,1,1,NO
8757,5,5,5,No
8758,2,2,2,NO
8759,4,4,4,No
8760,5,5,5,NO
8761,2,2,2,NO
8762,5,5,5,No
8763,3,3,3,NO
8764,1,1,1,NO
8765,5,5,5,NO
8766,3,3,3,NO
8767,2,2,2,No
8768,2,2,2,NO
8769,4,4,4,NO
8770,4,4,4,NO
8771,3,3,3,No
8772,5,5,5,NO
8773,3,3,3,NO
8774,1,1,1,NO
8775,5,5,5,NO
8776,5,5,5,No
8777,2,2,2,NO
8778,1,1,1,NO
8779,5,5,5,NO
8780,2,2,2,NO
8781,3,3,3,No
8782,5,5,5,NO
8783,3,3,3,NO
8784,4,4,4,NO
8785,5,5,5,NO
8786,2,2,2,NO
8787,5,5,5,NO
8788,1,1,1,No
8789,3,3,3,NO
8790,5,5,5,NO
8791,3,3,3,NO
8792,5,5,5,NO
8793,2,2,2,NO
8794,4,4,4,NO
8795,3,3,3,NO
8796,1,1,1,NO
8797,5,5,5,No
8798,2,2,2,NO
8799,4,4,4,No
8800,5,5,5,NO
8801,2,2,2,NO
8802,5,5,5,No
8803,3,3,3,NO
8804,1,1,1,NO
8805,5,5,5,NO
8806,3,3,3,NO
8807,2,2,2,No
8808,2,2,2,NO
8809,4,4,4,NO
8810,4,4,4,NO
8811,3,3,3,No
8812,5,5,5,NO
8813,3,3,3,NO
8814,1,1,1,NO
8815,5,5,5,NO
8816,5,5,5,No
8817,2,2,2,NO
8818,1,1,1,NO
8819,5,5,5,NO
8820,2,2,2,NO
8821,3,3,3,No
8822,,5,5,NO
8823,,3,3,NO
8824,,4,4,NO
8825,,5,5,NO
8826,,2,2,NO
8827,,5,5,NO
8828,,1,1,No
8829,,3,3,NO
8830,,5,5,NO
8831,,3,3,NO
8832,,5,5,NO
8833,,2,2,NO
8834,,4,4,NO
8835,,3,3,NO
8836,,1,1,NO
8837,,5,5,No
8838,,2,2,NO
8839,,4,4,No
8840,,5,5,NO
8841,,2,2,NO
8842,,5,5,No
8843,,3,3,NO
8844,,1,1,NO
8845,5,5,5,NO
8846,3,3,3,NO
8847,4,2,2,No
8848,5,2,2,NO
8849,2,4,4,NO
8850,5,4,4,NO
8851,1,3,3,No
8852,3,5,5,NO
8853,5,3,3,NO
8854,3,1,1,NO
8855,5,5,5,NO
8856,2,5,5,No
8857,4,2,2,NO
8858,3,1,1,NO
8859,1,5,5,NO
8860,5,2,2,NO
8861,2,3,3,No
8862,4,,,NO
8863,5,5,5,NO
8864,2,3,3,NO
8865,5,4,4,NO
8866,3,5,5,NO
8867,1,2,2,NO
8868,5,5,5,No
8869,3,1,1,NO
8870,2,3,3,No
8871,2,5,5,NO
8872,4,3,3,No
8873,4,5,5,NO
8874,3,2,2,NO
8875,5,4,4,No
8876,3,3,3,NO
8877,1,1,1,NO
8878,5,5,5,NO
8879,5,2,2,NO
8880,2,4,4,No
8881,1,5,5,NO
8882,5,2,2,NO
8883,2,5,5,NO
8884,3,3,3,No
8885,5,1,1,NO
8886,3,5,5,NO
8887,4,3,3,NO
8888,5,2,2,NO
8889,2,2,2,No
8890,5,4,4,NO
8891,1,4,4,NO
8892,3,3,3,NO
8893,5,5,5,NO
8894,3,3,3,No
8895,5,1,1,NO
8896,2,5,5,NO
8897,4,5,5,NO
8898,3,2,2,NO
8899,1,1,1,NO
8900,5,5,5,NO
8901,2,2,2,No
8902,4,3,3,NO
8903,5,5,5,NO
8904,2,3,3,NO
8905,5,4,4,NO
8906,3,5,5,NO
8907,1,2,2,NO
8908,5,5,5,NO
8909,3,1,1,NO
8910,2,3,3,No
8911,2,5,5,NO
8912,4,3,3,No
8913,4,5,5,NO
8914,3,2,2,NO
8915,5,4,4,No
8916,3,3,3,NO
8917,1,1,1,NO
8918,5,5,5,NO
8919,5,2,2,NO
8920,2,4,4,No
8921,1,5,5,NO
8922,5,2,2,NO
8923,2,5,5,NO
8924,3,3,3,No
8925,5,1,1,NO
8926,3,5,5,NO
8927,4,3,3,NO
8928,5,2,2,NO
8929,2,2,2,No
8930,5,4,4,NO
8931,1,4,4,NO
8932,3,3,3,NO
8933,5,5,5,NO
8934,3,3,3,No
8935,5,1,1,NO
8936,2,5,5,NO
8937,4,5,5,NO
8938,3,2,2,NO
8939,1,1,1,NO
8940,5,5,5,NO
8941,2,2,2,No
8942,4,3,3,NO
8943,5,5,5,NO
8944,2,3,3,NO
8945,5,4,4,NO
8946,3,5,5,NO
8947,1,2,2,NO
8948,5,5,5,NO
8949,3,1,1,NO
8950,2,3,3,No
8951,2,5,5,NO
8952,4,3,3,No
8953,4,5,5,NO
8954,3,2,2,NO
8955,5,4,4,No
8956,3,3,3,NO
8957,1,1,1,NO
8958,5,5,5,NO
8959,5,2,2,NO
8960,2,4,4,No
8961,1,5,5,NO
8962,5,2,2,NO
8963,2,5,5,NO
8964,3,3,3,No
8965,5,1,1,NO
8966,3,5,5,NO
8967,4,3,3,NO
8968,5,2,2,NO
8969,2,2,2,No
8970,5,4,4,NO
8971,1,4,4,NO
8972,3,3,3,NO
8973,5,5,5,NO
8974,3,3,3,No
8975,5,1,1,NO
8976,2,5,5,NO
8977,4,5,5,NO
8978,3,2,2,NO
8979,1,1,1,NO
8980,5,5,5,NO
8981,2,2,2,No
8982,4,3,3,NO
8983,5,5,5,NO
8984,2,3,3,NO
8985,5,4,4,NO
8986,3,5,5,NO
8987,1,2,2,NO
8988,5,5,5,NO
8989,3,1,1,NO
8990,2,3,3,No
8991,2,5,5,NO
8992,4,3,3,No
8993,4,5,5,NO
8994,3,2,2,NO
8995,5,4,4,No
8996,3,3,3,NO
8997,1,1,1,NO
8998,5,5,5,NO
8999,5,2,2,NO
9000,2,4,4,No
9001,1,5,5,NO
9002,5,2,2,NO
9003,2,5,5,NO
9004,3,3,3,No
9005,,1,1,NO
9006,5,5,5,NO
9007,3,3,3,NO
9008,4,2,2,NO
9009,5,2,2,No
9010,2,4,4,NO
9011,5,4,4,NO
9012,1,3,3,NO
9013,3,5,5,NO
9014,5,3,3,No
9015,3,1,1,NO
9016,5,5,5,NO
9017,2,5,5,NO
9018,4,2,2,NO
9019,3,1,1,NO
9020,1,5,5,NO
9021,5,2,2,No
9022,2,3,3,NO
9023,4,,,NO
9024,5,,,NO
9025,2,,,NO
9026,5,,,NO
9027,3,,,NO
9028,1,,,NO
9029,5,,,NO
9030,3,,,NO
9031,2,,,NO
9032,2,,,NO
9033,4,,,NO
9034,4,,,NO
9035,3,,5,NO
9036,5,,3,NO
9037,3,5,4,NO
9038,1,3,5,NO
9039,5,4,2,NO
9040,5,5,5,NO
9041,2,2,1,NO
9042,1,5,3,NO
9043,5,1,5,NO
9044,2,3,3,NO
9045,3,5,5,NO
9046,5,3,2,NO
9047,3,5,4,NO
9048,4,2,3,NO
9049,5,4,1,NO
9050,2,3,5,NO
9051,5,1,2,NO
9052,1,5,4,NO
9053,3,2,5,NO
9054,5,4,2,NO
9055,3,5,5,NO
9056,5,2,3,NO
9057,2,5,1,NO
9058,4,3,5,NO
9059,3,1,3,NO
9060,1,5,2,NO
9061,5,3,2,NO
9062,2,2,4,NO
9063,4,2,4,NO
9064,5,4,3,NO
9065,2,4,5,NO
9066,5,3,3,NO
9067,3,5,1,NO
9068,1,3,5,NO
9069,5,1,5,NO
9070,3,5,2,NO
9071,2,5,1,NO
9072,2,2,5,NO
9073,4,1,2,NO
9074,4,5,3,NO
9075,3,2,5,NO
9076,5,3,3,NO
9077,3,5,4,NO
9078,1,3,5,NO
9079,5,4,2,NO
9080,5,5,5,NO
9081,2,2,1,NO
9082,1,5,3,NO
9083,5,1,5,NO
9084,2,3,3,NO
9085,3,5,5,NO
9086,5,3,2,NO
9087,3,5,4,NO
9088,4,2,3,NO
9089,5,4,1,NO
9090,2,3,5,NO
9091,5,1,2,NO
9092,1,5,4,NO
9093,3,2,5,NO
9094,5,4,2,NO
9095,3,5,5,NO
9096,5,2,3,NO
9097,2,5,1,NO
9098,4,3,5,NO
9099,3,1,3,NO
9100,1,5,2,NO
9101,5,3,2,NO
9102,2,2,4,NO
9103,4,2,4,NO
9104,5,4,3,NO
9105,2,4,5,NO
9106,5,3,3,NO
9107,3,5,1,NO
9108,1,3,5,NO
9109,5,1,5,NO
9110,3,5,2,NO
9111,2,5,1,NO
9112,2,2,5,NO
9113,4,1,2,NO
9114,4,5,3,NO
9115,3,2,5,NO
9116,5,3,3,NO
9117,3,5,4,NO
9118,1,3,5,NO
9119,5,4,2,NO
9120,5,5,5,NO
9121,2,2,1,NO
9122,1,5,3,NO
9123,5,1,5,NO
9124,2,3,3,NO
9125,3,5,5,NO
9126,5,3,2,NO
9127,3,5,4,NO
9128,4,2,3,NO
9129,5,4,1,NO
9130,2,3,5,NO
9131,5,1,2,NO
9132,1,5,4,NO
9133,3,2,5,NO
9134,5,4,2,NO
9135,3,5,5,NO
9136,5,2,3,NO
9137,2,5,1,NO
9138,4,3,5,NO
9139,3,1,3,NO
9140,1,5,2,NO
9141,5,3,2,NO
9142,2,2,4,NO
9143,4,2,4,NO
9144,5,4,3,NO
9145,2,4,5,NO
9146,5,3,3,NO
9147,3,5,1,NO
9148,1,3,5,NO
9149,5,1,5,NO
9150,3,5,2,NO
9151,2,5,1,NO
9152,2,2,5,NO
9153,4,1,2,NO
9154,4,5,3,NO
9155,3,2,5,NO
9156,5,3,3,NO
9157,3,5,4,NO
9158,1,3,5,NO
9159,5,4,2,NO
9160,5,5,5,NO
9161,2,2,1,NO
9162,1,5,3,NO
9163,5,1,5,NO
9164,2,3,3,NO
9165,3,5,5,NO
9166,,3,2,NO
9167,5,5,4,NO
9168,3,2,3,NO
9169,4,4,1,NO
9170,5,3,5,NO
9171,2,1,2,NO
9172,5,5,4,NO
9173,1,2,5,NO
9174,3,4,2,NO
9175,5,5,5,NO
9176,3,2,3,NO
9177,5,5,1,NO
9178,2,3,5,NO
9179,4,1,3,NO
9180,3,5,2,NO
9181,1,3,2,NO
9182,5,2,4,NO
9183,2,2,4,NO
9184,4,4,3,NO
9185,5,4,5,NO
9186,2,3,3,NO
9187,5,5,1,NO
9188,3,3,5,NO
9189,1,1,5,NO
9190,5,5,2,NO
9191,3,5,1,NO
9192,2,2,5,NO
9193,2,1,2,NO
9194,4,5,3,NO
9195,4,2,,NO
9196,3,3,,NO
9197,5,,,No
9198,3,,,No
9199,1,,,No
9200,5,3,4,No
9201,3,4,3,No
9202,4,5,2,No
9203,5,3,4,No
9204,2,5,1,No
9205,5,2,5,No
9206,1,4,3,No
9207,3,3,2,No
9208,5,1,3,No
9209,3,5,3,No
9210,5,3,4,No
9211,2,2,5,No
9212,4,5,3,No
9213,3,4,2,No
9214,1,5,1,No
9215,5,4,5,No
9216,2,2,4,No
9217,4,5,4,No
9218,5,1,5,No
9219,2,4,4,No
9220,5,5,1,No
9221,3,3,3,No
9222,1,5,5,No
9223,5,4,4,No
9224,3,3,2,No
9225,2,3,4,No
9226,2,2,3,No
9227,4,5,4,No
9228,4,1,2,No
9229,3,4,5,No
9230,5,5,4,No
9231,3,3,4,No
9232,1,2,5,No
9233,5,5,1,No
9234,5,1,2,No
9235,2,3,3,No
9236,1,5,4,No
9237,5,4,3,No
9238,2,2,4,No
9239,3,3,2,No
9240,5,5,5,No
9241,3,3,3,No
9242,4,4,4,No
9243,5,5,5,No
9244,2,2,2,No
9245,5,5,5,No
9246,1,1,1,No
9247,3,3,3,No
9248,5,5,5,No
9249,3,3,3,No
9250,5,5,5,No
9251,2,2,2,No
9252,4,4,4,No
9253,3,3,3,No
9254,1,1,1,No
9255,5,5,5,No
9256,2,2,2,No
9257,4,4,4,No
9258,5,5,5,No
9259,2,2,2,No
9260,5,5,5,No
9261,3,3,3,No
9262,1,1,1,No
9263,5,5,5,No
9264,3,3,3,No
9265,2,2,2,No
9266,2,2,2,No
9267,4,4,4,No
9268,4,4,4,No
9269,3,3,3,No
9270,5,5,5,No
9271,3,3,3,No
9272,1,1,1,No
9273,5,5,5,No
9274,5,5,5,No
9275,2,2,2,No
9276,1,1,1,No
9277,5,5,5,No
9278,2,2,2,No
9279,3,3,3,No
9280,5,5,5,No
9281,3,3,3,No
9282,4,4,4,No
9283,5,5,5,No
9284,2,2,2,No
9285,5,5,5,No
9286,1,1,1,No
9287,3,3,3,No
9288,5,5,5,No
9289,3,3,3,No
9290,5,5,5,No
9291,2,2,2,No
9292,4,4,4,No
9293,3,3,3,No
9294,1,1,1,No
9295,5,5,5,No
9296,2,2,2,No
9297,4,4,4,No
9298,5,5,5,No
9299,2,2,2,NO
9300,5,5,5,NO
9301,3,3,3,NO
9302,1,1,1,NO
9303,5,5,5,NO
9304,3,3,3,NO
9305,2,2,2,NO
9306,2,2,2,No
9307,4,4,4,No
9308,4,4,4,No
9309,3,3,3,No
9310,5,5,5,No
9311,3,3,3,No
9312,1,1,1,No
9313,5,5,5,No
9314,5,5,5,No
9315,2,2,2,No
9316,1,1,1,No
9317,5,5,5,No
9318,2,2,2,No
9319,3,3,3,No
9320,5,5,5,No
9321,3,3,3,No
9322,4,4,4,No
9323,5,5,5,No
9324,2,2,2,No
9325,5,5,5,No
9326,1,1,1,No
9327,3,3,3,No
9328,5,5,5,No
9329,3,3,3,No
9330,5,5,5,No
9331,2,2,2,No
9332,4,4,4,No
9333,3,3,3,No
9334,1,1,1,No
9335,5,5,5,No
9336,2,2,2,No
9337,4,4,4,No
9338,5,5,5,No
9339,2,2,2,No
9340,5,5,5,No
9341,3,3,3,No
9342,1,1,1,No
9343,5,5,5,No
9344,3,3,3,No
9345,2,2,2,No
9346,2,2,2,No
9347,4,4,4,No
9348,4,4,4,No
9349,3,3,3,No
9350,5,5,5,No
9351,3,3,3,No
9352,1,1,1,No
9353,5,5,5,No
9354,5,5,5,No
9355,2,2,2,No
9356,1,1,1,No
9357,5,5,5,No
9358,2,2,2,No
9359,3,3,3,No
9360,5,5,5,No
9361,3,3,3,No
9362,4,4,4,No
9363,5,5,5,No
9364,2,2,2,No
9365,5,5,5,No
9366,1,1,1,No
9367,3,3,3,No
9368,5,5,5,No
9369,3,3,3,No
9370,5,5,5,No
9371,2,2,2,No
9372,4,4,4,No
9373,3,3,3,No
9374,1,1,1,No
9375,5,5,5,No
9376,2,2,2,No
9377,4,4,4,No
9378,5,5,5,No
9379,2,2,2,No
9380,5,5,5,No
9381,3,3,3,No
9382,1,1,1,No
9383,5,5,5,No
9384,3,3,3,No
9385,2,2,2,No
9386,2,2,2,No
9387,4,4,4,No
9388,4,4,4,No
9389,3,3,3,No
9390,5,5,5,No
9391,3,3,3,No
9392,1,1,1,No
9393,5,5,5,No
9394,5,5,5,No
9395,2,2,2,No
9396,1,1,1,No
9397,5,5,5,No
9398,2,2,2,No
9399,3,3,3,No
9400,5,5,5,No
9401,3,3,3,No
9402,4,4,4,No
9403,5,5,5,No
9404,2,2,2,No
9405,5,5,5,No
9406,1,1,1,No
9407,3,3,3,No
9408,5,5,5,No
9409,3,3,3,No
9410,5,5,5,No
9411,2,2,2,No
9412,4,4,4,No
9413,3,3,3,No
9414,1,1,1,No
9415,5,5,5,No
9416,2,2,2,No
9417,4,4,4,No
9418,5,5,5,No
9419,2,2,2,No
9420,5,5,5,No
9421,3,3,3,No
9422,1,1,1,No
9423,5,5,5,No
9424,3,3,3,No
9425,2,2,2,No
9426,2,2,2,No
9427,4,4,4,No
9428,4,4,4,No
9429,3,3,3,No
9430,5,5,5,No
9431,3,3,3,No
9432,1,1,1,No
9433,5,5,5,No
9434,5,5,5,No
9435,2,2,2,No
9436,1,1,1,No
9437,5,5,5,No
9438,2,2,2,No
9439,3,3,3,No
9440,5,5,5,No
9441,3,3,3,No
9442,4,4,4,No
9443,5,5,5,No
9444,2,2,2,No
9445,5,5,5,No
9446,1,1,1,No
9447,3,3,3,No
9448,5,5,5,No
9449,3,3,3,No
9450,5,5,5,No
9451,2,2,2,No
9452,4,4,4,No
9453,3,3,3,No
9454,1,1,1,No
9455,5,5,5,No
9456,2,2,2,No
9457,4,4,4,No
9458,5,5,5,No
9459,2,2,2,No
9460,5,5,5,No
9461,3,3,3,No
9462,1,1,1,No
9463,5,5,5,No
9464,3,3,3,No
9465,2,2,2,No
9466,2,2,2,No
9467,4,4,4,No
9468,4,4,4,No
9469,3,3,3,No
9470,5,5,5,No
9471,3,3,3,No
9472,1,1,1,No
9473,5,5,5,No
9474,5,5,5,No
9475,2,2,2,No
9476,1,1,1,No
9477,5,5,5,No
9478,2,2,2,No
9479,3,3,3,No
9480,5,5,5,No
9481,3,3,3,No
9482,4,4,4,No
9483,5,5,5,No
9484,2,2,2,No
9485,5,5,5,No
9486,1,1,1,No
9487,3,3,3,No
9488,5,5,5,No
9489,3,3,3,No
9490,5,5,5,No
9491,2,2,2,No
9492,4,4,4,No
9493,3,3,3,No
9494,1,1,1,No
9495,5,5,5,No
9496,2,2,2,No
9497,4,4,4,No
9498,5,5,5,No
9499,2,2,2,No
9500,5,5,5,No
9501,3,3,3,No
9502,1,1,1,No
9503,5,5,5,No
9504,3,3,3,No
9505,2,2,2,No
9506,2,2,2,No
9507,4,4,4,No
9508,4,4,4,No
9509,3,3,3,No
9510,5,5,5,No
9511,3,3,3,No
9512,1,1,1,No
9513,5,5,5,No
9514,5,5,5,No
9515,2,2,2,No
9516,1,1,1,No
9517,5,5,5,No
9518,2,2,2,No
9519,3,3,3,No
9520,,5,5,No
9521,,3,3,No
9522,,4,4,No
9523,,5,5,No
9524,,2,2,No
9525,,5,5,No
9526,,1,1,No
9527,,3,3,No
9528,,5,5,No
9529,,3,3,No
9530,,5,5,No
9531,,2,2,No
9532,,4,4,No
9533,,3,3,No
9534,,1,1,No
9535,,5,5,No
9536,,2,2,No
9537,,4,4,No
9538,,5,5,No
9539,,2,2,No
9540,,5,5,No
9541,,3,3,No
9542,,1,1,No
9543,5,5,5,No
9544,3,3,3,No
9545,4,2,2,No
9546,5,2,2,No
9547,2,4,4,No
9548,5,4,4,No
9549,1,3,3,No
9550,3,5,5,No
9551,5,3,3,No
9552,3,1,1,No
9553,5,5,5,No
9554,2,5,5,No
9555,4,2,2,No
9556,3,1,1,No
9557,1,5,5,No
9558,5,2,2,No
9559,2,3,3,No
9560,4,,,No
9561,5,5,5,No
9562,2,3,3,No
9563,5,4,4,No
9564,3,5,5,No
9565,1,2,2,No
9566,5,5,5,No
9567,3,1,1,No
9568,2,3,3,No
9569,2,5,5,No
9570,4,3,3,No
9571,4,5,5,No
9572,3,2,2,No
9573,5,4,4,No
9574,3,3,3,No
9575,1,1,1,No
9576,5,5,5,No
9577,5,2,2,No
9578,2,4,4,No
9579,1,5,5,No
9580,5,2,2,No
9581,2,5,5,No
9582,3,3,3,No
9583,5,1,1,No
9584,3,5,5,No
9585,4,3,3,No
9586,5,2,2,No
9587,2,2,2,No
9588,5,4,4,No
9589,1,4,4,No
9590,3,3,3,No
9591,5,5,5,No
9592,3,3,3,No
9593,5,1,1,No
9594,2,5,5,No
9595,4,5,5,No
9596,3,2,2,No
9597,1,1,1,No
9598,5,5,5,No
9599,2,2,2,No
9600,4,3,3,No
9601,5,5,5,No
9602,2,3,3,No
9603,5,4,4,No
9604,3,5,5,No
9605,1,2,2,No
9606,5,5,5,No
9607,3,1,1,No
9608,2,3,3,No
9609,2,5,5,No
9610,4,3,3,No
9611,4,5,5,No
9612,3,2,2,No
9613,5,4,4,No
9614,3,3,3,No
9615,1,1,1,No
9616,5,5,5,No
9617,5,2,2,No
9618,2,4,4,No
9619,1,5,5,No
9620,5,2,2,No
9621,2,5,5,No
9622,3,3,3,No
9623,5,1,1,No
9624,3,5,5,No
9625,4,3,3,No
9626,5,2,2,No
9627,2,2,2,No
9628,5,4,4,No
9629,1,4,4,No
9630,3,3,3,No
9631,5,5,5,No
9632,3,3,3,No
9633,5,1,1,No
